,surface_composition,density,band_gap,efermi,formation_energy_per_atom,total_magnetization,volume,energy_per_atom,pretty_formula,material_id
0,Ag,9.922634874594548,0.0,3.05560379,0.0,0.008471166666666667,54.15477715574246,-2.8325290566666665,Ag,mp-989737
1,Au,18.02565607297311,0.0,4.98107818,0.0,5.36e-05,18.144731116281537,-3.27388154,Au,mp-81
2,Ga,5.742583400308233,0.0,2.88645814,0.0,4.75e-06,80.6450736679505,-3.02808992,Ga,mp-142
3,Hf,13.183222602971489,0.0,4.91075768,0.0,9.9e-06,44.964668643405595,-9.95718477,Hf,mp-103
4,La,6.208915966373657,0.0,7.88912133,0.0,0.037213925,148.59789422091407,-4.936007105,La,mp-26
5,Nb,8.427646883754438,0.0,4.8450688,0.0,0.0016972,18.305782818662305,-10.10130504,Nb,mp-75
6,Pd,11.408077466103864,0.0,4.42624335,0.0,0.0021004,15.490302199703093,-5.17648694,Pd,mp-2
7,Ta,16.38780394913755,0.0,5.34098221,0.0,0.0012047,18.335038952809896,-11.85777728,Ta,mp-50
8,Zr,6.44609209980321,0.0,4.32853081,0.0,0.0002669,46.999333384064705,-8.54770063,Zr,mp-131
9,W,18.854007561757314,0.0,7.27424497,0.0,0.0004241,16.191438398643058,-12.95812647,W,mp-91
10,Y,4.547349702821745,0.0,3.12687241,0.0,0.0088103,97.39627265701851,-6.466074656666667,Y,mp-1187739
11,Zn,6.981484851061407,0.0,2.8517219,0.0,0.0014295,31.114928163376767,-1.259460605,Zn,mp-79
12,V,6.312904042916114,0.0,5.88057507,0.0,0.0054114,13.399593956465264,-9.08235617,V,mp-146
13,Tc,11.152622748727236,0.0,8.26392615,0.0,0.00179565,29.182880510393204,-10.36061991,Tc,mp-113
14,Sc,3.023050895931203,0.0,3.66571806,0.0,0.42761595,49.38788708526633,-6.332469105,Sc,mp-67
15,Cr,7.274080970886649,0.0,7.11582802,0.0,1e-07,23.73950900640468,-9.65304747,Cr,mp-90
16,Cu,8.888274633075854,0.0,6.8766325,0.0,4.58e-05,11.871889639130941,-4.09920667,Cu,mp-30
17,Al,2.7200495853324616,0.0,8.04515389,0.0,0.0004155,16.471721384740732,-3.74557583,Al,mp-134
18,Bi,9.44840978387041,0.0,4.7362445,0.0,4e-07,73.45577219694691,-3.88641638,Bi,mp-23152
19,Ti,4.646836629961642,0.0,5.921256,0.0,0.0007181333333333333,51.31557003001307,-7.895052840000001,Ti,mp-72
20,Hg,10.466899494409137,0.307,0.08174203,0.0,0.0,63.645883204899725,-0.30362902,Hg,mp-1184554
21,Os,22.004378159978412,0.0,8.74926222,0.0,0.0001662,28.71104507864246,-11.22733445,Os,mp-49
22,Tl,10.90121145338983,0.0,5.78711816,0.0,6.81e-05,31.132911755884933,-2.36165292,Tl,mp-39
23,Cd,8.018924852597033,0.0,2.46427192,0.0,0.0004731,46.55558206287951,-0.90620278,Cd,mp-94
24,Pb,10.682845378536916,0.0,6.7035128,0.0,0.0005254,32.207121081316416,-3.71258955,Pb,mp-20483
25,Mo,10.02490811516209,0.0,8.47286486,0.0,3.77e-05,15.891628753050979,-10.84563514,Mo,mp-129
26,Rh,12.034612504828418,0.0,6.86470497,0.0,0.0068896,14.198928536290465,-7.33850956,Rh,mp-74
27,Sn,5.371466121024904,0.0,4.94236843,0.0,8.895e-05,73.39619692452754,-3.99229498,Sn,mp-117
28,In,7.020315339450969,0.0,7.14322482,0.0,0.003722333333333333,81.47487626835985,-2.75168373,In,mp-1184502
29,Ru,12.029325778163212,0.0,8.22149791,0.0,0.0002598,27.903589370889655,-9.27438911,Ru,mp-33
30,Pt,20.603420149296728,0.0,7.25471262,0.0,0.0514353,15.722855764781936,-6.07090771,Pt,mp-126
31,Mn,8.265241283183354,0.0,6.40534359,0.0,0.1821567931034483,320.0845853552375,-9.161706470344827,Mn,mp-35
32,Re,20.530089370687055,0.0,7.22936518,0.0,6.48e-05,30.12203136493589,-12.444527185,Re,mp-8
33,Ir,21.930120199359056,0.0,9.89564084,0.0,0.0003236,14.554586790362457,-8.83843042,Ir,mp-101
34,Au3Bi,,,,,,,,,
35,Cu3Bi,,,,,,,,,
36,Pt3Bi,18.036002628015304,0.0,7.42989034,0.016393627500000285,0.0079178,73.12340518906908,-5.50839125,BiPt3,mp-1183477
37,Bi3Nb,,,,,,,,,
38,Bi3W,,,,,,,,,
39,Cd3Bi,8.784127916601182,0.0,3.60220145,0.05966502249999994,0.0012875,103.25540543259285,-1.5915911575,Cd3Bi,mp-1183658
40,Bi3Hf,11.844725805014686,0.0,6.86580025,0.19256556499999977,0.0077813,112.91523291254943,-5.2115429125,HfBi3,mp-1184694
41,Bi3Ag,,,,,,,,,
42,Ru3Bi,,,,,,,,,
43,Bi3Ta,,,,,,,,,
44,Hf3Bi,13.425830862283236,0.0,6.28400383,-0.012864617500000008,0.1524211,92.07541678621793,-8.45235729,Hf3Bi,mp-976419
45,Mo3Bi,,,,,,,,,
46,Bi3Tl,10.813934436228552,0.0,6.26282138,0.07816083000000029,0.0005168,127.65444597546067,-3.427064685,TlBi3,mp-1187484
47,Bi3Pt,,,,,,,,,
48,Bi3Sn,10.026318455896853,0.0,6.73059894,0.09985976000000019,0.0010821,123.49327952264953,-3.81302627,SnBi3,mp-978882
49,La3Bi,,,,,,,,,
50,Os3Bi,,,,,,,,,
51,Pb3Bi,,,,,,,,,
52,Ga3Bi,7.46567087750954,0.0,4.11204158,0.0716040075000004,0.0001332,93.00616458557012,-3.1710675275,Ga3Bi,mp-983237
53,Re3Bi,16.210509784660637,0.0,7.30662027,0.9881656887499997,0.0001037,157.25996643029538,-9.316833795,Re3Bi,mp-974568
54,Tc3Bi,,,,,,,,,
55,Ag3Bi,9.99742337012961,0.0,4.07451017,0.14572734499999962,1.31e-05,88.46061290427231,-2.9502735425,Ag3Bi,mp-1229111
56,Bi3Os,,,,,,,,,
57,Bi3Ir,,,,,,,,,
58,Ir3Bi,,,,,,,,,
59,Pd3Bi,12.279181734382087,0.0,6.14112984,-0.26496258437499964,4.075e-06,285.74015426462006,-5.118931884375,BiPd3,mp-30463
60,Cr3Bi,,,,,,,,,
61,Bi3Pd,,,,,,,,,
62,Bi3Cu,,,,,,,,,
63,Bi3Pb,10.995499257901134,0.0,6.60895969,0.09152145000000012,0.0026704,125.97191061290671,-3.7514382225,Bi3Pb,mp-1183465
64,Bi3Al,9.301753133620576,0.0,6.50151756,0.229298,6.4e-06,116.73759111694491,-3.6219082425,AlBi3,mp-1183170
65,Bi3Rh,10.818847761475753,0.0,6.1480108,-0.15164791500000074,0.0002671,448.08430054617,-4.90108759,Bi3Rh,mp-581990
66,Bi3Ga,9.72693243807845,0.0,5.75074438,0.11798121249999971,0.0001563,118.93144398463285,-3.5538535525,GaBi3,mp-1183974
67,Bi3Re,,,,,,,,,
68,Sn3Bi,8.228163520252547,0.0,7.59344099,0.07632882000000007,5e-06,114.04584921437616,-3.88949651,Sn3Bi,mp-1038778
69,Bi3Cd,10.093279310066269,0.0,5.52989536,0.1009493225,0.0002399,121.63769319771215,-3.0404136575,CdBi3,mp-1183657
70,Bi3Ru,,,,,,,,,
71,Rh3Bi,,,,,,,,,
72,Al3Bi,,,,,,,,,
73,Bi3Au,11.99994394321724,0.0,6.13999232,0.14536632750000011,2.68e-05,114.0114524012473,-3.5879163425,Bi3Au,mp-1183492
74,Os3Cd,,,,,,,,,
75,Zr3Zn,6.744067750221156,0.0,3.88078487,-0.12433761625000095,3.29e-05,83.48926317107808,-6.84997824,Zr3Zn,mp-972088
76,Rh3Hf,13.104408081912483,0.0,6.20119709,-0.7657375974999994,0.0024915,61.73689202094674,-8.75891596,HfRh3,mp-1027
77,Ag3Fe,9.317309897664911,0.0,3.47246231,0.3465706599999998,3.1663876,67.62583744946122,-3.8951503925,FeAg3,mp-973533
78,Al3Ti,3.365705500249346,0.0,7.5172822,-0.3976501749999999,0.0011218,63.55182301360691,-5.1805952575,TiAl3,mp-542915
79,Fe3Ta,,,,,,,,,
80,W3Au,,,,,,,,,
81,Ag3La,8.191829788051242,0.0,4.90670947,-0.19324478125000022,4.6e-05,93.75390600170225,-3.55164335,LaAg3,mp-1185024
82,Os3Ta,20.479073967772567,0.0,7.47214676,-0.14222382999999894,0.0020785,60.94631357065001,-11.5271689875,TaOs3,mp-1187243
83,W3Pd,,,,,,,,,
84,Cr3W,,,,,,,,,
85,Tl3Cd,10.322251803627651,0.0,5.08424469,0.027516642499999966,0.0043259,116.72087084952075,-1.9702737425,Tl3Cd,mp-1187555
86,Y3Tl,6.6414630776225145,0.0,4.43234515,-0.18785514874999976,1.158697,235.57501008151493,-5.62782437125,Y3Tl,mp-1187822
87,Hf3V,,,,,,,,,
88,Ti3Pt,8.766699056128099,0.0,6.52236689,-0.6469333224999989,0.0015019,128.30363405215613,-8.08594988,Ti3Pt,mp-2339
89,W3Pb,,,,,,,,,
90,In3Zn,6.884273786016664,0.0,6.28869833,0.09825862874999958,0.0005418,98.86206513696438,-2.28036932,ZnIn3,mp-971832
91,Zr3Ga,6.8442776382572,0.0,4.45079369,-0.3272423525000008,0.004167,83.31351282241465,-7.495040305,Zr3Ga,mp-1188008
92,Al3Re,,,,,,,,,
93,Pd3Hf,12.7654126856411,0.0,5.82680748,-0.8856471293749992,1.9675e-05,258.9914923251508,-7.257308526875,HfPd3,mp-11453
94,Rh3Al,9.84979607564759,0.0,7.26288446,-0.4916800874999989,0.0001568,113.18807077732217,-6.931956215,AlRh3,mp-1183306
95,Hg3Al,,,,,,,,,
96,Cr3Ga,7.715087658896778,0.0,6.54049236,-0.04181673374999928,0.0190852,97.16090030185543,-8.03862481625,Cr3Ga,mp-1231
97,Hf3Sc,10.603925139724966,0.0,4.53937793,-0.0012436049999990928,0.0049276,181.78549724615132,-9.05224945875,Hf3Sc,mp-1184681
98,Cd3Zn,,,,,,,,,
99,Tl3Pd,,,,,,,,,
100,Ir3Cr,18.64843893661112,0.0,9.0262631,-0.24059418999999949,1.1808218,55.97750418698037,-9.2826788725,CrIr3,mp-12083
101,Al3Mn,,,,,,,,,
102,Ru3Hg,,,,,,,,,
103,Fe3Sn,8.536924818284492,0.0,7.83114568,0.07968698750000058,6.7244635,55.67824658603863,-7.2703595375,Fe3Sn,mp-22461
104,Au3Mo,,,,,,,,,
105,Cu3Ni,9.00118531508023,0.0,7.09564311,0.05043035000000007,0.0137125,45.99666774290613,-4.4689301025,Cu3Ni,mp-1225698
106,La3Pd,,,,,,,,,
107,In3Rh,8.091796275203398,0.0,7.55479394,-0.29035017812499975,2.6525e-05,367.2153382511944,-4.188740365625,In3Rh,mp-18614
108,Nb3Cu,8.366573908887565,0.0,5.35967237,0.17109625500000014,0.0002179,67.93039089771052,-8.4296841925,Nb3Cu,mp-1186214
109,Cr3Re,,,,,,,,,
110,Tl3Mo,,,,,,,,,
111,Nb3Ti,,,,,,,,,
112,W3Rh,,,,,,,,,
113,Os3Mo,,,,,,,,,
114,Hf3Ta,13.900206370370334,0.0,4.94871425,0.1487165699999995,0.0005862,85.58433206334158,-10.2836163275,Hf3Ta,mp-1184552
115,Ni3Y,7.600999489819151,0.0,6.25364968,-0.39537518333333327,0.3414856,173.66914261146337,-6.3467601975,YNi3,mp-569196
116,In3Nb,,,,,,,,,
117,Rh3Fe,10.87063547547185,0.0,6.29829315,0.09609136375000116,0.001281,111.37685819641916,-7.52511506625,FeRh3,mp-1184368
118,Y3Pd,5.504160610762804,0.0,3.51159194,-0.474165636875,5.45e-06,450.2844468446869,-6.617843364375,Y3Pd,mp-1207777
119,Al3Sn,4.254768973516464,0.0,8.0511116,0.15403464750000007,0.0013923,77.92063245420078,-3.65322097,Al3Sn,mp-1183131
120,Mo3Ag,,,,,,,,,
121,Pd3Tc,,,,,,,,,
122,Ag3Os,,,,,,,,,
123,Rh3Cd,,,,,,,,,
124,La3In,6.7455760598452565,0.0,8.16935076,-0.2944864537499994,0.2008172,130.84629766481783,-4.684412715,La3In,mp-20909
125,Os3In,,,,,,,,,
126,Tl3Pt,13.001627480870473,0.0,6.26173402,0.1746005962499999,7.075e-05,206.45168735608507,-3.11436602125,Tl3Pt,mp-1079689
127,Ag3Al,8.302935589936267,0.0,4.54067521,-0.07381423849999998,7.78e-06,350.5759939047118,-3.1346049885,AlAg3,mp-1228988
128,Ir3Hf,20.070228054803472,0.0,8.03985739,-0.8170688475000016,0.000152,62.477672294873635,-9.935187855,HfIr3,mp-2126
129,Tl3Al,,,,,,,,,
130,Cr3Pd,,,,,,,,,
131,Sn3Mo,8.37551077927053,0.0,9.18300063,0.5578429849999997,0.0359142,89.62795411783148,-5.147787035,Sn3Mo,mp-1187045
132,Al3Rh,,,,,,,,,
133,Pt3Hg,19.39481962563021,0.0,6.06356582,0.050948604999999425,0.0001021,67.2819529319379,-4.5781394325,HgPt3,mp-1066522
134,Tc3Ru,11.386766520506571,0.0,8.25615687,-0.046327752499999875,0.0001136,115.2265953394602,-10.1353899625,Tc3Ru,mp-861630
135,Y3Rh,5.645056148011324,0.0,3.78051559,-0.5139347093749995,0.00204995,434.91047624535605,-7.198118091875,Y3Rh,mp-1207780
136,Cu3W,12.014226886676479,0.0,7.29203958,0.4407568975,0.0062259,51.75824915308007,-5.8731797225,Cu3W,mp-1183970
137,Y3Tc,,,,,,,,,
138,Co3Mo,9.788205563199984,0.0,6.80423624,-0.04437959124999935,0.0250219,92.53886894314667,-8.0870267225,Co3Mo,mp-1139
139,Al3Zn,3.763161823458562,0.0,6.91827879,0.024895791249999633,0.0016378,64.58024075900947,-3.0991512325,Al3Zn,mp-983585
140,Cu3Zr,7.962484002987549,0.0,5.96190717,-0.07620977250000038,0.0077056,117.56202265885823,-5.2875399325,ZrCu3,mp-1188040
141,Hf3Os,,,,,,,,,
142,La3Ga,6.731440356272905,0.0,7.83763566,-0.26222450875000014,0.0012565,119.99685076108948,-4.7212523175,La3Ga,mp-20487
143,Pt3Ru,,,,,,,,,
144,Ga3Cr,,,,,,,,,
145,Cr3Zn,7.033960433663866,0.0,5.22327032,0.23306538875000093,3.5309471,52.26626867707066,-7.321585365,ZnCr3,mp-971752
146,Hg3Ru,,,,,,,,,
147,La3Cu,,,,,,,,,
148,Tc3Nb,,,,,,,,,
149,Os3Cr,,,,,,,,,
150,Cr3Tc,,,,,,,,,
151,Co3Pd,,,,,,,,,
152,Tc3Au,,,,,,,,,
153,W3Re,18.969668786751097,0.0,7.19659016,0.01915011500000041,1.68e-05,129.1561300048851,-12.81057653375,ReW3,mp-1206445
154,Rh3Os,14.469228395115287,0.0,7.46216787,0.06940541125000088,0.00014275,114.52167769679268,-8.24131037125,OsRh3,mp-1186377
155,Zn3Ga,,,,,,,,,
156,Sn3Ir,,,,,,,,,
157,La3Ru,,,,,,,,,
158,Ru3Au,,,,,,,,,
159,Mo3Tc,,,,,,,,,
160,Cr3Os,11.448966502877054,0.0,7.36022876,0.02967219249999964,0.3997535,100.42985322340975,-10.0169470225,Cr3Os,mp-416
161,V3Rh,7.762255950174997,0.0,6.45328063,-0.329354466249999,0.00078655,109.41397919042967,-8.97574898375,V3Rh,mp-1578
162,Ir3Pd,,,,,,,,,
163,Y3Sn,5.574270358804022,0.0,4.82067151,-0.4109565287499999,1.0275017,229.63274578459541,-6.25858626625,Y3Sn,mp-982243
164,Os3Pd,,,,,,,,,
165,Rh3Y,9.377965594457379,0.0,5.41206383,-0.5824958091666659,0.009357733333333333,422.4375356965697,-7.702896643333333,YRh3,mp-1191413
166,W3La,,,,,,,,,
167,Tl3V,10.931572315864116,0.0,6.51087476,0.527336585,3.0683191,100.87750248816035,-3.5144921475,Tl3V,mp-1187482
168,Tc3La,,,,,,,,,
169,Ir3Ta,20.760334811024023,0.0,8.87944564,-0.7005861450000008,5.29e-05,60.597410807863184,-10.29385328,TaIr3,mp-265
170,Cu3Ru,9.604798891600785,0.0,6.73686082,0.2727499587499995,0.9886326,100.86468972574635,-5.12025232125,Cu3Ru,mp-1184026
171,Hg3Pb,12.226887527990263,0.0,3.59248255,0.05588010625000006,0.0025114,219.73315541378906,-1.09998904625,Hg3Pb,mp-1184700
172,Ga3Ni,,,,,,,,,
173,Zn3Ru,8.797160263355957,0.0,4.27604185,-0.15173544375000025,0.0112347,112.2346912194715,-3.414928175,Zn3Ru,mp-1380
174,Au3Rh,,,,,,,,,
175,Sn3Ga,6.705073952339229,0.0,6.70988133,0.04701148250000031,0.0051839,105.46424217768764,-3.7042322325,GaSn3,mp-1184266
176,Zr3Ti,,,,,,,,,
177,Pt3Al,16.801345274735812,0.0,7.8885995,-0.6926849856250001,6.4e-05,242.0372159738369,-6.182259725625,AlPt3,mp-607111
178,Ag3Zn,9.369247345207052,0.0,3.28950912,-0.028424428750000175,0.0029638,68.9460163061188,-2.4676863725,ZnAg3,mp-864794
179,Ga3Rh,7.225481336411017,0.0,4.31007112,-0.4280218543749994,0.0001009,286.8802089783343,-4.533716684375,Ga3Rh,mp-1188977
180,V3Pb,9.409152460996777,0.0,7.55574122,0.24687441250000042,0.58666825,127.07515361480256,-7.4930401025,V3Pb,mp-30830
181,Pt3Rh,18.5754301554511,0.0,7.19441606,-0.010067792500000117,0.3869961,61.5174132260109,-6.397875965,Pt3Rh,mp-974616
182,Zn3Pt,11.159680345158755,0.0,4.42602928,-0.3998179887500002,5.5e-06,58.226327510554604,-2.86214037,Zn3Pt,mp-865355
183,Ir3Au,,,,,,,,,
184,Tl3Ga,9.72613259713808,0.0,5.0712331,0.09650667249999989,4.59e-05,116.58664085107135,-2.4317554975,Tl3Ga,mp-1187539
185,Al3W,,,,,,,,,
186,Zr3Mo,,,,,,,,,
187,Tc3W,13.207236554484092,0.0,7.84550503,0.10722405875000085,0.00041965,120.15715540655569,-10.90277249125,Tc3W,mp-1187398
188,Pb3Ti,,,,,,,,,
189,Fe3W,12.343749862104293,0.0,6.21368274,0.06431249499999936,2.1232278,47.26861132514134,-9.5271919025,Fe3W,mp-1184225
190,Co3Fe,8.694918803786157,0.0,5.33632925,0.01094589125000045,7.239309,44.430020652662705,-7.437616715,FeCo3,mp-1007852
191,Y3Cd,5.420123964894816,0.0,3.11378007,-0.10071151499999953,0.0005341,116.15191324330324,-5.1768182025,Y3Cd,mp-1100773
192,Ti3Ta,7.633364020731523,0.0,5.75814314,0.09463774249999979,0.0612014,70.60138790677361,-8.7910962075,TaTi3,mp-1187250
193,Ru3Rh,12.027654440930414,0.0,8.03030096,0.0070861699999991146,0.00024,112.13668577090006,-8.7833330525,Ru3Rh,mp-1186926
194,Ti3V,,,,,,,,,
195,Au3Ir,,,,,,,,,
196,Zn3Pb,,,,,,,,,
197,Pd3Y,9.550772030484303,0.0,4.30448502,-0.8644944458333335,0.0033057,70.96550283198694,-6.363378315,YPd3,mp-559
198,Pb3Rh,,,,,,,,,
199,Ir3Fe,19.085202138578037,0.0,8.94332576,-0.07325237999999956,3.026809,55.03134364740274,-8.819399455,FeIr3,mp-1184336
200,Sn3La,7.340536659909055,0.0,8.68748013,-0.5879830087500002,0.0055557,111.98441958300589,-4.81620602,LaSn3,mp-633
201,Fe3Al,6.647849572889001,0.0,6.44338727,-0.19943630249999966,6.8925326,48.5874880145246,-7.48780304,AlFe3,mp-1183162
202,Pt3Pb,18.65125316355883,0.0,8.27813216,-0.08151079750000001,7.38e-05,70.55276623322708,-5.5628389675,Pt3Pb,mp-20828
203,Nb3Ga,8.28234811962253,0.0,4.96610647,-0.17198228125000092,0.0001134,139.71926259628808,-8.50498354125,Nb3Ga,mp-2670
204,La3Re,,,,,,,,,
205,La3Au,,,,,,,,,
206,Sn3Ag,7.522514060079257,0.0,6.96233689,0.0921432116666665,0.00151375,204.84830783392704,-3.6102102875,AgSn3,mp-1183248
207,Cu3Ta,,,,,,,,,
208,Y3W,,,,,,,,,
209,Hf3Tl,13.794182067105906,0.0,5.94424053,0.013572114999998774,0.0040069,89.0632951070427,-8.0447296925,Hf3Tl,mp-976106
210,Ta3Au,17.016533482000685,0.0,6.04166458,-0.02296047625000064,0.12415535,144.38707568888162,-9.73476382125,Ta3Au,mp-569249
211,Mo3Pb,,,,,,,,,
212,Sn3Zr,7.6169599608552305,0.0,8.32420444,-0.14445848500000036,0.0003155,97.52562668274409,-5.2756048775,ZrSn3,mp-1094312
213,Zr3Cd,7.184511698256092,0.0,3.84423271,-0.08065118000000027,0.0001968,89.23444367217671,-6.7179773475,Zr3Cd,mp-1188029
214,Ti3Sn,6.048168578219389,0.0,7.55803172,-0.3042876124999996,0.0003377,144.0362177296152,-7.2236509875,Ti3Sn,mp-1079460
215,Ni3Re,,,,,,,,,
216,Y3Au,,,,,,,,,
217,Pd3Cd,10.832083099981638,0.0,3.33618524,-0.2753023299999997,5.41e-05,66.17439626358697,-4.38421823,CdPd3,mp-865985
218,Os3Sc,16.496371943758433,0.0,6.99659046,0.09901549375000052,0.0018621,61.97144993783828,-9.90460262,ScOs3,mp-981384
219,Sn3Pb,8.087114262021451,0.0,7.487631,0.03978893000000028,3.87e-05,231.33875498228898,-3.8825796925,Sn3Pb,mp-1187117
220,V3La,,,,,,,,,
221,Ni3Ir,,,,,,,,,
222,V3Zn,,,,,,,,,
223,La3Sc,5.6963150715805515,0.0,7.14744057,0.052439682500000195,1.9e-05,134.58260595059042,-5.2326829225,La3Sc,mp-1185096
224,Zr3Rh,7.515208089275875,0.0,4.73652502,-0.4226544162500012,0.0002531,332.82998576972955,-8.66805727875,Zr3Rh,mp-1188413
225,Y3Nb,,,,,,,,,
226,Ir3Tc,19.313076921882722,0.0,9.83664444,-0.1742352250000021,1.425e-05,116.01303576349515,-9.3932130175,TcIr3,mp-867345
227,Ni3Sc,7.130953519050671,0.0,6.52185516,-0.39819573624999993,0.5463481,51.471251092131105,-6.3161793625,ScNi3,mp-1186985
228,Pt3Ir,20.927996939625864,0.0,7.96891416,0.08420795500000011,0.7433976,61.68854340407387,-6.6785804325,IrPt3,mp-1184759
229,In3V,7.5050512492471135,0.0,8.06269449,0.28016982749999997,2.59943975,174.96740600504376,-4.0541820125,VIn3,mp-1188006
230,Au3Al,14.701260298335596,0.0,6.3153356,-0.19791012374999983,6.91e-05,139.58203936494203,-3.58971523625,AlAu3,mp-1183223
231,Ru3Re,14.35273742190132,0.0,8.03296918,-0.08759524125000162,0.0002845,113.24613897249345,-10.15451887,ReRu3,mp-862630
232,Hg3Ir,16.625068879320143,0.0,4.29310089,0.45962913250000015,0.0007576,79.30471996495271,-1.9777002375,Hg3Ir,mp-981391
233,Re3Tc,18.228597606150466,0.0,7.48871199,0.0007081587500010755,3.595e-05,119.63013787545215,-11.9228422075,Re3Tc,mp-974411
234,Pt3Ga,17.66731053473576,0.0,6.73211306,-0.4443331762499998,1.99e-05,123.12135149353693,-5.75453643875,GaPt3,mp-862621
235,Al3Os,,,,,,,,,
236,Rh3Ni,,,,,,,,,
237,Ru3La,,,,,,,,,
238,Y3Ga,5.189635888978274,0.0,3.53063126,-0.2383190725000004,1.1126713,107.65161348793221,-5.844897545,Y3Ga,mp-1187766
239,V3Zr,,,,,,,,,
240,Sc3Tc,4.77962908363096,0.0,5.01286131,-0.07024069999999938,0.0015875,161.8058498735805,-7.40974750625,Sc3Tc,mp-861889
241,Rh3Ti,10.282251916495605,0.0,6.70889173,-0.6374159974999989,0.0040556,57.5866879224223,-8.1150613775,TiRh3,mp-1152
242,Cu3Zn,8.622731637565948,0.0,5.97783731,-0.021493693750000542,0.0040495,49.308741621205115,-3.4107638475,ZnCu3,mp-1215518
243,Pb3Hg,11.268068781097874,0.0,5.79232685,0.03214129000000021,7.87e-05,121.16349675270901,-2.8282081275,HgPb3,mp-1223984
244,V3Tl,,,,,,,,,
245,Nb3Tl,10.401387810614487,0.0,6.27511997,0.20808489999999935,0.00310655,154.25066143022502,-7.95830711,Nb3Tl,mp-569366
246,Cu3Mo,,,,,,,,,
247,Sn3Hf,,,,,,,,,
248,V3Cd,7.227332540679331,0.0,5.05494683,0.32635771875000064,1.91143945,121.88007321378514,-6.71196010375,V3Cd,mp-568564
249,Re3V,,,,,,,,,
250,Y3Ti,,,,,,,,,
251,Zn3Ir,11.388380283868768,0.0,4.55920823,-0.2304839912500003,0.0047551,56.6389970398185,-3.38468705,Zn3Ir,mp-865362
252,Cu3In,8.86267096075904,0.0,8.01863064,0.019281557499999824,3.485e-05,114.46247375608962,-3.7430443775,InCu3,mp-1184858
253,Ru3Co,,,,,,,,,
254,Y3Mn,,,,,,,,,
255,Ti3Tc,,,,,,,,,
256,Ag3Pb,,,,,,,,,
257,Ta3W,17.1163423141024,0.0,5.6743722,-0.042805004999998175,0.0009613,70.49909093515173,-12.1756695825,Ta3W,mp-1187206
258,Tc3Cd,,,,,,,,,
259,Re3Fe,18.177165925527348,0.0,6.89738522,0.0144034637499999,0.01514655,112.26665391929998,-11.436316185,FeRe3,mp-1184298
260,Zn3Hf,9.584430151207942,0.0,3.77184078,-0.20436276625000005,5.63e-05,129.84229789409676,-3.6382544125,HfZn3,mp-866108
261,Nb3Os,11.207678571880239,0.0,5.61834429,-0.24168164625000088,0.00027085,138.95979657593512,-10.62449403875,Nb3Os,mp-1932
262,Y3Ag,,,,,,,,,
263,Au3Pd,16.576936914903943,0.0,4.55391003,-0.07967026499999985,0.0006264,69.85166326732535,-3.829203155,PdAu3,mp-973839
264,Cu3La,,,,,,,,,
265,Pb3Ag,10.637230010847395,0.0,6.26180129,0.08932051916666683,0.0003756,113.87461234805855,-3.4032539075,AgPb3,mp-1183256
266,Sn3Ti,7.138138316455424,0.0,8.57915253,0.0895838874999999,0.0761536,187.9629594015277,-4.8784005575,TiSn3,mp-972318
267,Tl3Hg,11.292154486096468,0.0,5.03124887,0.007207822500000072,0.0234556,119.66245198512895,-1.8399391225,Tl3Hg,mp-972185
268,Ru3Ga,,,,,,,,,
269,Hg3Ga,11.005529467702244,0.0,2.36681385,0.06504420875000017,0.0002539,202.63275160376887,-0.91970003625,GaHg3,mp-1184024
270,La3Os,,,,,,,,,
271,Cd3Tc,,,,,,,,,
272,Pt3Tl,,,,,,,,,
273,Re3Sc,,,,,,,,,
274,Ga3Ta,10.065941076360662,0.0,5.71711996,-0.16907247999999964,0.0022315,64.35606118353293,-5.40458424,TaGa3,mp-11416
275,Cr3Hg,,,,,,,,,
276,Mo3Ni,,,,,,,,,
277,Pb3Ga,9.784505917844522,0.0,5.94689895,0.03748833500000037,0.0008737,117.32517295998562,-3.5039763075,GaPb3,mp-1184014
278,Ti3Hg,8.138605104152916,0.0,5.53614587,-0.10295295999999965,0.0633913,140.45222604067064,-6.100149845,Ti3Hg,mp-2354
279,Mo3Ga,9.633794681143337,0.0,7.63671205,-0.16540447374999978,0.00015265,123.25654410124957,-9.05665330875,GaMo3,mp-2377
280,Y3Cu,,,,,,,,,
281,Sn3Mn,6.955543625938202,0.0,7.62687281,0.25330594508620674,4.0783644,98.13676463876892,-5.0313419075,MnSn3,mp-1186041
282,Ru3Zn,,,,,,,,,
283,Os3Pt,,,,,,,,,
284,W3Y,,,,,,,,,
285,Nb3Zn,,,,,,,,,
286,Co3Sc,,,,,,,,,
287,Cd3Ir,11.726129939325965,0.0,4.24842609,0.07842085749999983,0.0008407,74.97549603837207,-2.8108388325,Cd3Ir,mp-1183626
288,Al3Hf,6.258946848105553,0.0,7.36054366,-0.39529349625000076,4.55e-06,137.65936194030976,-5.69377156125,HfAl3,mp-568718
289,Ga3Os,9.034208569134739,0.9674,3.56057521,-0.26820115499999986,7.325e-06,293.64725757023064,-5.3461022075,Ga3Os,mp-570844
290,Ga3Zr,7.085235528005324,0.0,4.76849238,-0.48901095375000025,8.145e-05,140.80387585184562,-4.89700355125,ZrGa3,mp-1080001
291,Ta3Cd,,,,,,,,,
