,surface_composition,density,band_gap,efermi,formation_energy_per_atom,total_magnetization,volume,energy_per_atom,pretty_formula,material_id
1869,Rh3Pb,13.100105734041282,0.0,7.92481607,0.045382152500001105,0.8019284,65.39638081907708,-6.386647405,Rh3Pb,mp-974368
1870,Ni3Mn,8.498199320047505,0.0,7.10660496,-0.11191017241379342,4.7747802,45.1407182242609,-6.73720314,MnNi3,mp-11501
1871,Fe3Zn,,,,,,,,,
1872,Fe3Cd,,,,,,,,,
1873,Fe3Pb,,,,,,,,,
1874,AuMn,12.429139668223266,0.0,5.14791894,-0.011488539827587019,4.1302127,33.65457817432254,-6.229282545,MnAu,mp-12675
1875,Cd3Sn,,,,,,,,,
1876,Hg3Sn,11.33968812672944,0.0,3.76259029,0.09170822125,9.275e-05,211.0084815972846,-1.13408728875,SnHg3,mp-1187088
1877,BiMn,9.441092785858007,0.0,5.82765454,0.8087953351724133,0.00563845,92.83816995746125,-5.71526609,MnBi,mp-568382
1878,FeNb,8.52821508981952,0.0,5.40193889,-0.10856480307692187,1.2319333076923076,376.52629258164734,-9.393865843076922,NbFe,mp-1221111
1879,CoCr,7.947124531735106,0.0,6.01266139,0.1535611025000012,2.9596937,23.178500254063447,-8.22712153,CrCo,mp-1010071
1880,Cr3Co,7.812967261862825,0.0,6.41967679,0.25212390500000126,0.3838337,91.35723387492737,-8.76474114625,Cr3Co,mp-1025503
1881,FeSc,,,,,,,,,
1882,FeTi,6.642034602201166,0.0,6.52416442,-0.42114209499999866,0.0003564,25.928474931182425,-8.603317035,TiFe,mp-305
1883,FeV,7.387052140162923,0.0,6.40732263,-0.1292779349999993,0.8228172,24.00458960772544,-8.90510454,VFe,mp-1335
1884,Hf3Co,13.077209619054129,0.0,4.84597396,0.12037050624999956,0.3957027,75.477089942124,-9.12459752,Hf3Co,mp-1184729
1885,In3Co,7.878072819926913,0.0,7.79491468,-0.011536985000000222,4.61e-05,340.10358196709655,-3.85237923125,In3Co,mp-22236
1886,Ir3Co,,,,,,,,,
1887,Mn3Ni,,,,,,,,,
1888,MnSc,,,,,,,,,
1889,MnTi,,,,,,,,,
1890,MnV,7.406261790251696,0.0,6.61755349,-0.2848886748275863,0.0063656,23.738982742649945,-9.406919995,MnV,mp-316
1891,Mo3Co,9.889247763989323,0.0,7.94101928,0.20105322625,1.9641816,58.22457283986493,-9.7102525775,CoMo3,mp-1183707
1892,Nb3Co,,,,,,,,,
1893,Ni3Cr,8.618942366421555,0.0,7.81163028,-0.013726977500000181,1.4460362,43.94154064552864,-6.761855195,CrNi3,mp-1007923
1894,NiTi,6.412985726454696,0.0,6.9571684,-0.3962320549999996,0.00201315,55.1841886759804,-7.233669375,TiNi,mp-1048
1895,NiV,7.597136040713457,0.0,7.09800385,-0.013311039999999608,0.0056811,23.96337692745692,-7.444400025,VNi,mp-1216313
1896,Re3Mn,,,,,,,,,
1897,Sn3Co,8.145906384524958,0.0,8.59566423,-0.06821244187500053,0.000314375,676.8834483191839,-4.839513125625,CoSn3,mp-985707
1898,Tc3Co,10.874913051449242,0.0,7.81572949,-0.062478678749998906,0.01757775,107.7818931378683,-9.61002306,CoTc3,mp-865733
1899,Ti3Co,,,,,,,,,
1900,V3Co,6.985026990677996,0.0,6.09531255,-0.1973809849999988,0.00021955,100.68162246758523,-8.78622756125,V3Co,mp-1585
1901,Al3Co,,,,,,,,,
1902,Au3Co,16.55506392571604,0.0,5.04032895,0.3164296262499997,0.0007878,65.1808368348766,-3.9160609775,CoAu3,mp-1206590
1903,Au3Ni,16.503185454519503,0.0,5.41881927,0.08884180500000038,0.0076822,65.36160758419956,-3.8115248,NiAu3,mp-976784
1904,Cd3Co,,,,,,,,,
1905,CoMo,9.867544293147681,0.0,7.3344061,-0.02573361673076901,0.151467,338.81265483533014,-9.002710084230769,CoMo,mp-1226395
1906,Cu3Co,,,,,,,,,
1907,Mn3Co,8.771772449657565,0.0,6.34862086,-0.01630493724137949,0.02393425,84.71290942503794,-8.66466423875,Mn3Co,mp-1185970
1908,W3Co,16.992379182196967,0.0,6.39809665,0.2569204612500009,0.0342285,59.65505876247916,-11.23875384,CoW3,mp-1183680
1909,Zr3Co,6.915075692701918,0.0,4.34528317,-0.2107123662500019,8.395e-05,159.73908156479197,-8.3985672875,Zr3Co,mp-30619
1910,Zn3Co,8.139891933769345,0.0,3.89621475,-0.055037865000000075,0.4249958,52.05271464120892,-2.7767127675,Zn3Co,mp-981215
1911,Bi3Tc,,,,,,,,,
1912,Bi3Zn,9.89812477416886,0.0,5.64799493,0.17479672374999966,0.0030395,116.15074381246734,-3.0548807125,ZnBi3,mp-971718
1913,Zn3Bi,,,,,,,,,
1914,BiTa,,,,,,,,,
1915,BiCr,8.553683581878337,0.0,5.24736397,0.60764481,3.75085685,202.65499398768793,-6.162087115,CrBi,mp-1079128
